id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,lang
cx_en_000000_acdd54,Steven Bannon is Catholic!,0.0,0,0,0,0,0,en
cx_en_000000_7a2ea4,Most Catholic don't watch EWTN.,0.0,0,0,0,0,0,en
cx_en_000000_cff3e5,I thought Bannon was Catholic!,0.0,0,0,0,0,0,en
cx_en_000000_1baa1d,The Catholic Church is universal.,0.0,0,0,0,0,0,en
cx_en_000000_01b17f,"Good man, caring husband, faithful Catholic.",0.0,0,0,0,0,0,en
cx_en_000000_432120,Paprocki is an orthodox Catholic bishop.,0.0,0,0,0,0,0,en
cx_en_000000_f807df,A sense of humour isn't anti-Catholic.,0.0,0,0,0,0,0,en
cx_en_000000_72e96b,Reason working with faith. The Catholic way.,0.0,0,0,0,0,0,en
cx_en_000000_d5f628,He's more Catholic than most on NCR.,0.0,0,0,0,0,0,en
cx_en_000000_c01f84,"Paul Ryan, a good catholic,is one of these.",0.0,0,0,0,0,0,en
cx_en_000000_2e2315,"Headline: Catholic organization seeks youth, find little interest.",0.0,0,0,0,0,0,en
cx_en_000000_f81f87,They pray every day in the Catholic system!,0.0,0,0,0,0,0,en
cx_en_000000_b2a519,I didn't know that about Eastern Rite Catholicism.,0.0,0,0,0,0,0,en
cx_en_000000_44a3a8,Not if its on a Catholic institution's dime.,0.0,0,0,0,0,0,en
cx_en_000000_6e3785,The flotsam and jetsam of the catholic left.,0.0,0,0,0,0,0,en
cx_en_000000_35f8bf,SVDP receives no money from the Catholic Church.,0.0,0,0,0,0,0,en
cx_en_000000_861dba,"Actually, the gospels portray several non-Catholics in heaven.",0.0,0,0,0,0,0,en
cx_en_000000_3db09d,Real Americans are very similar to Real Catholics.,0.0,0,0,0,0,0,en
cx_en_000000_21073f,The Catholic Church says it's a fundamental human right.,0.0,0,0,0,0,0,en
cx_en_000000_b6d8fa,"Apart from baptism, according to Catholic teaching, they don't.",0.0,0,0,0,0,0,en
cx_en_000000_c81cbf,It seems the KoC only support Catholic media outfits.,0.0,0,0,0,0,0,en
cx_en_000000_5b0cc9,Catholic families are large. Follow the reasoning from there.,0.0,0,0,0,0,0,en
cx_en_000000_90818f,This is wonderful. Makes me proud to be Catholic!,0.0,0,0,0,0,0,en
cx_en_000000_0c1bb5,They were made by Catholics about their own church.,0.0,0,0,0,0,0,en
cx_en_000000_a0f2f8,Orthodox Catholics are with Our Lord on this one.,0.0,0,0,0,0,0,en
cx_en_000000_86a3c9,"I'm a former Catholic, but I don't lambaste the Church.",0.0,0,0,0,0,0,en
cx_en_000000_b3ce22,"We define ourselves simply as Catholics, everything else is just gravey.",0.0,0,0,0,0,0,en
cx_en_000000_54f6f9,Many years to the Greek Catholic clergy and people of Odessa!,0.0,0,0,0,0,0,en
cx_en_000000_db0c23,We don't have a separate Catholic school system here in BC.,0.0,0,0,0,0,0,en
cx_en_000000_bad28a,"The same way the Roman Catholic Church does with ""misbehaving"" priests.",0.0,0,0,0,0,0,en
cx_en_000000_37cc5f,The Latin Mass in Charlotte is at St Ann Catholic Church.,0.0,0,0,0,0,0,en
cx_en_000000_1aaec7,"Thank God for balanced Catholic media like NCR, America, and Commonweal.",0.0,0,0,0,0,0,en
cx_en_000000_b23ef6,Not forgetting some of the Eastern Catholic Churches permit married clergy.,0.0,0,0,0,0,0,en
cx_en_000000_60ae00,Using my own well-formed conscience. Just as all reasonable Catholics do.,0.0,0,0,0,0,0,en
cx_en_000000_3f6278,I was unaware he was a bishop in the Catholic Church.,0.0,0,0,0,0,0,en
cx_en_000000_e4b31c,The Catholic Church created science. See Stanley Jaki's works. Also Pierre Duhem.,0.0,0,0,0,0,0,en
cx_en_000000_c148dd,It is what is actually in Exodus. Many Trad Catholics are literalists.,0.0,0,0,0,0,0,en
cx_en_000000_106572,A man showing us all what it really means to be Catholic.,0.0,0,0,0,0,0,en
cx_en_000000_5134c1,I'm afraid that I don't understand how this article falls into Eco-Catholic.,0.0,0,0,0,0,0,en
cx_en_000000_2d38c4,A faithful Catholic accepts all of the Church's moral and theological teachings.,0.0,0,0,0,0,0,en
cx_en_000000_a7d1ee,"Dorothy Day was a living saint and a wonderful, and orthodox, Catholic.",0.0,0,0,0,0,0,en
cx_en_000000_0e2fe9,Ironic that Ontario allows Catholic schools but sees a problem with this.,0.0,0,0,0,0,0,en
cx_en_000000_7119f9,Lot of Catholics talk like the Church was founded at Vatican II.,0.0,0,0,0,0,0,en
cx_en_000000_61c5e3,This Christian does not!,0.0,0,0,0,0,0,en
cx_en_000000_08067c,Don't blame Christians just yet.,0.0,0,0,0,0,0,en
cx_en_000000_bc1688,Cardinal Cupich is a Christian!,0.0,0,0,0,0,0,en
cx_en_000000_5c0b25,Christians adhere to the New Testament.,0.0,0,0,0,0,0,en
cx_en_000000_7bfa2d,All Christian churches are Christ's church.,0.0,0,0,0,0,0,en
cx_en_000000_9957ba,"As a liberal Christian, I quite agree.",0.0,0,0,0,0,0,en
cx_en_000000_5e6841,This is not the only Christian answer.,0.0,0,0,0,0,0,en
cx_en_000000_563e9b,Please do not judge all Christians as one.,0.0,0,0,0,0,0,en
cx_en_000000_d5bf50,Christianity and Judaism are Middle Eastern based too!,0.0,0,0,0,0,0,en
cx_en_000000_70c2c5,Now don't attack people personally. That's not Christian.,0.0,0,0,0,0,0,en
cx_en_000000_79694b,"Gary - The Bible does that, not Christians.",0.0,0,0,0,0,0,en
cx_en_000000_44a6a8,"Christians aren't bound by Mosaic code, never have been.",0.0,0,0,0,0,0,en
cx_en_000000_3c2b9e,Another example of too busy being Catholic and not busy enough being Christian.,0.0,0,0,0,0,0,en
cx_en_000000_7e02a0,Beautiful article. I am not a Christian but messages from Matthew about Jesus/Love really resonate.,0.0,0,0,0,0,0,en
cx_en_000000_ef525f,"He's not a Christian. Not defending Christianity, but it's not true.",0.0,0,0,0,0,0,en
cx_en_000000_0c08d6,Looks like it turned out to be good advice for Christianity.,0.0,0,0,0,0,0,en
cx_en_000000_68e3f4,"Not relevant, given the meaning of virgin birth used amongst Christians.",0.0,0,0,0,0,0,en
cx_en_000000_90f6e2,Christianity Today erroneously identified him as an ordained minister. He was not.,0.0,0,0,0,0,0,en
cx_en_000000_a942b4,I have always loved this passage. It is the essence of Christianity.,0.0,0,0,0,0,0,en
cx_en_000000_7829a6,Not just Christians. Pretty much every other major religion on the planet.,0.0,0,0,0,0,0,en
cx_en_000000_c1361a,"Nice to see Christians being Christians, judge not, lest ye be judged.",0.0,0,0,0,0,0,en
cx_en_000000_d3c757,Archbishop Charles Chaput is a holy priest and a great Christian leader.,0.0,0,0,0,0,0,en
cx_en_000000_bba30a,Catholic does mean universal. The Catholic church is the universal Christian church.,0.0,0,0,0,0,0,en
cx_en_000000_8ba65c,Christianity is not a rule-book religion. Read Romans. Read Galatians. Read the Beatitudes.,0.0,0,0,0,0,0,en
cx_en_000000_879f44,"MattinTX, it is good to know there are so many Christians out there.",0.0,0,0,0,0,0,en
cx_en_000000_05b15f,Muslim women are not in chains in the US.,0.0,0,0,0,0,0,en
cx_en_000000_d473e0,They are called Muslims.,0.0,0,0,0,0,0,en
cx_en_000000_0bd3af,Canada needs more muslims!,0.0,0,0,0,0,0,en
cx_en_000000_5d99dd,Not all Syrians are Muslim.,0.0,0,0,0,0,0,en
cx_en_000000_004753,Timothy McVeigh wasn't a Muslim.,0.0,0,0,0,0,0,en
cx_en_000000_a925c7,Good thing Muslims love Canada.,0.0,0,0,0,0,0,en
cx_en_000000_8277ec,Kudos to Canadian troops for saving Muslim lives.,0.0,0,0,0,0,0,en
cx_en_000000_a3f9b5,"A muslim, is a muslim, is a muslim.",0.0,0,0,0,0,0,en
cx_en_000000_f4f0fc,I didn't know Muslims have a prayer for that.,0.0,0,0,0,0,0,en
cx_en_000000_70b76b,Some Muslims don't. Others do. That's called a difference in doctrine.,0.0,0,0,0,0,0,en
cx_en_000000_56c720,Good column. My Canada includes welcoming Muslims to be part of it.,0.0,0,0,0,0,0,en
cx_en_000000_d79159,Based on the article they seem to be anti-Muslim as opposed to pro-secular.,0.0,0,0,0,0,0,en
cx_en_000000_5ba778,Jesus was also a Jew.,0.0,0,0,0,0,0,en
cx_en_000000_9e2eb2,"Drake was born a Jew, he did not convert.",0.0,0,0,0,0,0,en
cx_en_000000_b1219a,"The Psalms which Our Lord, as a Jew, would have prayed by memory!",0.0,0,0,0,0,0,en
cx_en_000000_9a4e4d,A Jewish woman could not divorce her husband. Which calls the passage into question.,0.0,0,0,0,0,0,en
cx_en_000000_4d7df0,"Just because there isn't a temple or a synagogue, doesn't mean there aren't Jewish people.",0.0,0,0,0,0,0,en
cx_en_000000_c303b5,Surprised that there are still only 1.5 million Jewish people in Europe.,0.0,0,0,0,0,0,en
cx_en_000000_64cdfc,"If his daughter had a Jewish wedding, then he would have worn one.",0.0,0,0,0,0,0,en
cx_en_000000_44efc9,I'm an Atheist and a believer in science. Try again.,0.0,0,0,0,0,0,en
cx_en_000000_bff19d,"As well as atheists, agnostics and humanists.",0.0,0,0,0,0,0,en
cx_en_000000_96154b,The Third Reich was not an atheist state.,0.0,0,0,0,0,0,en
cx_en_000000_ef6d75,"Canadians do have a culture, which I fit into very well as an atheist.",0.0,0,0,0,0,0,en
cx_en_000000_1eee1b,"Actually that is not true. There are Humanist and Atheist ""chaplains"" now.",0.0,0,0,0,0,0,en
cx_en_000000_cb4ece,Try convincing the Sikhs and Hindus. They know better.,0.0,0,0,0,0,0,en
cx_en_000000_7f1e19,"The ""Buddhist Monk"" has a name, Joshua.",0.0,0,0,0,0,0,en
cx_en_000000_d5d9fb,I understand his mother's cousin next door neighbor was a Mormon.,0.0,0,0,0,0,0,en
cx_en_000000_efe64d,Th second highest population of Sikhs of the world live in Canada.,0.0,0,0,0,0,0,en
cx_en_000000_826f84,I see nothing wrong with gay weddings. People should be happy when they get married.,0.0,0,0,0,0,0,en
cx_en_000000_c726f4,There have been churches that have been forced to accommodate gay weddings because they have opened up their buildings to other faiths. So YES they have something to worry about,0.0,0,0,0,0,0,en
cx_en_000000_e423a8,"I wonder, have there ever been any openly gay football players at UO?",0.0,0,0,0,0,0,en
cx_en_000000_96bad8,"Understood, but I wasn't addressing that issue. I was addressing Bill's comment (since removed) insinuating that gay people don't own guns.",0.0,0,0,0,0,0,en
cx_en_000000_117b55,"Dave, you are absolutely right. I am a gay woman and I'm also republican. I can't imagine why anyone would vote for her, especially gays and women!",0.0,0,0,0,0,0,en
cx_en_000000_5c0dda,"Johnson is pro-choice, pro-gay marriage, pro-drug legalization and wants to drastically cut the military budget.",0.0,0,0,0,0,0,en
cx_en_000000_52ab9a,"He's not a Libertarian. A real Libertarian would be pro-choice, pro-cannabis legalization, decreased military presence, pro gay marriage. He is for government intrusion. He's the Libertarian version of a RINO.",0.0,0,0,0,0,0,en
cx_en_000000_1a7a88,"My younger brother, who is gay, tried for years to be a Catholic. He was rejected, He did not fail the Church, the Church failed him.",0.0,0,0,0,0,0,en
cx_en_000000_44813b,I've noticed that you have an unusually vested interest in this topic. I have an unusually vested interest because I'm gay. What's your excuse? Because most people will arrive at their own obvious conclusions.,0.0,0,0,0,0,0,en
cx_en_000000_c964ca,"Those white religious protesters down South earlier this summer over the gay marriage thing come to mind, speaking of conservatives protesting. Agree on Reuters; up there with WAPost.",0.0,0,0,0,0,0,en
cx_en_000000_a6c008,The Holy Father disagrees. He has already apologized for the way the Church has treated gay people.,0.0,0,0,0,0,0,en
cx_en_000000_a36de7,"You're right, Ed. This is somewhat like locking the stable door after the horse had bolted. I've heard another pro-gay priest advocate estimate that he thinks it's as high as 50%.",0.0,0,0,0,0,0,en
cx_en_000000_41821e,Fr Hall supported civil gay marriage. The fact you participate in annulment proceedings that require a civil divorce states you support civil divorce as a prerequisite for an annulment. I fail to see the difference.,0.0,0,0,0,0,0,en
cx_en_000000_31fdd4,The CPC party did absolutely nothing for gay rights (and in fact opposed them for a long time) except jump on the bandwagon after the other parties had already fought for and obtained them.,0.0,0,0,0,0,0,en
cx_en_000000_ec2592,She should sing for the gay and lesbian supporters of Trump out of 120 million who voted do you seriously believe there were none?,0.0,0,0,0,0,0,en
cx_en_000000_e06228,"I cannot say that I am proud that I am gay, any more than I am proud that I am healthy and that I have blue eyes; but I am glad for all three.",0.0,0,0,0,0,0,en
cx_en_000000_dc3d35,What does gay rights have to do with it?,0.0,0,0,0,0,0,en
cx_en_000000_32bb2e,Equal rights to all does not trample on anothers' rights. Equal rights for gays does not trample on the same rights for religious followers.,0.0,0,0,0,0,0,en
cx_en_000000_066111,The Church probably will and it will hopefully apologize to those who felt natural being gay but thought they had to make a choice between Heaven and their own natures.,0.0,0,0,0,0,0,en
cx_en_000000_2c1e25,"Can't speak for him, but I this article makes me once again be happy that I am gay.",0.0,0,0,0,0,0,en
cx_en_000000_eeb02b,"I also tell them I will make donations to Planned Parenthood and Gay Rights organizations in the Knights name, instead. I like to put my money where my mouth is.",0.0,0,0,0,0,0,en
cx_en_000000_38c85c,"The funny thing is, people think that being gay means you are going to vote liberal. I am gay and I am proudly conservative.",0.0,0,0,0,0,0,en
cx_en_000000_b95620,The 70's rumors that had to do with The Timbers Motel included the gay bar near the Greyhound depot across the street.,0.0,0,0,0,0,0,en
cx_en_000000_de4399,"Actually, the only people still talking about gay rights and abortion on these boards are the progressives. The Conservatives have closed the door on further debate and have moved on.",0.0,0,0,0,0,0,en
cx_en_000000_f571c3,Kim80--so liberties would extend to all of us? Like gay marriage? The freedom to have an abortion? Those kinds of liberties? And just whete does the religious right stand on those liberties?,0.0,0,0,0,0,0,en
cx_en_000000_635ff6,"not even close. Other than gay issues, he is actually middle of the dem pack and closer to the overall middle.",0.0,0,0,0,0,0,en
cx_en_000000_1cb5ce,"Good point. Why is the new diversity officer being hired to police only race? Diversity includes gays, transsexuals, low income, no income, physical disabilities, cultures and mental health conditions to name a few.",0.0,0,0,0,0,0,en
cx_en_000000_c7bc82,She said she was pro choice and anti gay and she has totally reversed her positions!,0.0,0,0,0,0,0,en
cx_en_000000_64f0a6,I wonder how many would refuse service to a person who identifies as gay but doesn't tell them about it? There. Now you can sleep.,0.0,0,0,0,0,0,en
cx_en_000000_424245,The Koch brothers are extremely conservative. Do you have any proof they support gay rights and marriage equality?,0.0,0,0,0,0,0,en
cx_en_000000_2b9134,Gorsuch is no friend of gay Americans and here's the beginning of the proof.,0.0,0,0,0,0,0,en
cx_en_000000_606584,I thought the papal line referring to gay clerics in the Vatican was particularly relevant.,0.0,0,0,0,0,0,en
cx_en_000000_2afd9f,"Ignorance can be cured. By making marriage into civil union as far as the state is concerned, we end the controversy over gay marriage. Civil union first, marriage second, if you want marriage at all.",0.0,0,0,0,0,0,en
cx_en_000000_0a62ee,An alleged drug party is an esotericum; the plights of millions of gay teenagers is not.,0.0,0,0,0,0,0,en
cx_en_000000_16c004,If only we could get the same wealth pool to support gay marriages in the Church.,0.0,0,0,0,0,0,en
cx_en_000000_aec6c3,Were you libertarian BEFORE gay people started being protected under non-discrimination laws?,0.0,0,0,0,0,0,en
cx_en_000000_50fab5,"Why is it less acceptable than to have a conservative Christian anti-feminist, anti-gay, anti-whatever-rights, who looks just like the rest of us? At least somebody in a religious getup is upfront about who they are.",0.0,0,0,0,0,0,en
cx_en_000000_37440d,Not to mention having the first openly gay player in NFL history: Aaron Rogers...,0.0,0,0,0,0,0,en
cx_en_000000_b964aa,Just a wedge issue to get the 'believers' off their couches and to the polls. This year's version of 'gay marriage'.,0.0,0,0,0,0,0,en
cx_en_000000_27ae46,"Just like abortion and gay marriage, President Obama's views had to ""evolve.""",0.0,0,0,0,0,0,en
cx_en_000000_445d4e,"The Democrats also fought for gay rights, civil rights, abortion rights, etc. Lyndon Johnson said the Democrats would lose the South, when he signed the Civil Rights Act. He was quite correct.",0.0,0,0,0,0,0,en
cx_en_000000_f177b6,"Absolutely. It's the Republicans, Trump being a Republican, who are against gays. It funny how short your memory is that you forgot Trump is a Republican.",0.0,0,0,0,0,0,en
cx_en_000000_90fd8f,Where do we see the proof that the owner wanted to hold an anti-gay rally?,0.0,0,0,0,0,0,en
cx_en_000000_69a884,We have finally found a replacement for the Gay fitness guru Richard Simmons.,0.0,0,0,0,0,0,en
cx_en_000000_a4e608,"1. It only takes 13 states to win EC. 2. Large cities are where the people are. 3. Small towns are rarely ruined by ""big city"" laws. Gay marriage hasn't had a negative impact anywhere.",0.0,0,0,0,0,0,en
cx_en_000000_c6affa,"Treating women, gays, Muslims and all the rest of your list as we treat everyone else is not groveling or pandering but acting as a decent human being.",0.0,0,0,0,0,0,en
cx_en_000000_564202,Perhaps the best way to disarm Mr. Kenny would be for large numbers of straight students to join their schools' gay straight alliances.,0.0,0,0,0,0,0,en
cx_en_000000_a5d229,I read the first three; there weren't any gays mentioned as I recall.,0.0,0,0,0,0,0,en
cx_en_000000_c1b85c,"Not just any cake, no. But a wedding cake for a gay wedding? Certainly.",0.0,0,0,0,0,0,en
cx_en_000000_e15413,"Gays too, which is why the Church should offer rites. I have a few exes who died who I did not bed or wed. My regrets are different and my heart was equally broken.",0.0,0,0,0,0,0,en
cx_en_000000_7a07cd,"What's her stand on birth control, abortion, gay marriage, the failed drug war, the train, separation of church and state and many more issues ?",0.0,0,0,0,0,0,en
cx_en_000000_483208,"The West is changing. Calgary has a gay Muslim mayor, while Toronto had Rob Ford and MOntreal had the corrupt Michael Applebaum. Newcomers to Alberta will vote more frequently for NDP or Liberals.",0.0,0,0,0,0,0,en
cx_en_000000_a84759,"I've never had any of my LGBT friends/family push their beliefs on me. Also, I know God loves ALL of us.",0.0,0,0,0,0,0,en
cx_en_000000_d8f04e,How is our right to worship hurting the LGBT community.,0.0,0,0,0,0,0,en
cx_en_000000_2a05bf,LGBT rights movement has been around since the late 1960s; however in Anchorage the conservative press never told the whole truth about LGBT until after the turn of the century.,0.0,0,0,0,0,0,en
cx_en_000000_e4908a,"The LGBT movement has been around since the 1920s in various forms. The ""rights"" discourse is relatively new, since about 1990.",0.0,0,0,0,0,0,en
cx_en_000000_776044,The Story about the LGBT photographer has had all the comments removed. Strange they even removed the non negative ones.,0.0,0,0,0,0,0,en
cx_en_000000_88d363,What do pedophiles have to do with the LGBT community? Pedophiles take advantage of kids that can't give consent. You are suggesting the LGBT are the same.,0.0,0,0,0,0,0,en
cx_en_000000_9f92c0,"Continue to stand strong LGBT community. Yes, indeed, you'll overcome and you have.",0.0,0,0,0,0,0,en
cx_en_000000_7a483e,"The Paulists, led by a friend of mine, are very supportive of LGBT folks. They produced a 20-min video on the topic about 6-8 months ago. You might get find it on their website.",0.0,0,0,0,0,0,en
cx_en_000000_40d7f5,You live in this country and deny the bishops all but explicitly endorse the Republican Party over abortion and LGBT equality? Wow.,0.0,0,0,0,0,0,en
cx_en_000000_c8ee06,At least the bishops boldly confronted the needs of Catholic LGBTs by having Cardinal Dolan wax poetic on Courage.,0.0,0,0,0,0,0,en
cx_en_000000_2b3987,I wonder how many openly LGBT folks were included? They are part of the diocese too.,0.0,0,0,0,0,0,en
cx_en_000000_092cb3,Those of us who do love and respect our LGBT brothers and sisters support them and their marriages.,0.0,0,0,0,0,0,en
cx_en_000000_06973d,I am not against LGBT people at all.,0.0,0,0,0,0,0,en
cx_en_000000_17c360,"I've often wondered who chose the order of letters in LGBTQ, etc. Why do the poor Qs get stuck on the tag end while the high-falutin' Ls are out in front?",0.0,0,0,0,0,0,en
cx_en_000000_f44908,"Maybe not Trump himself, but he brought in Mike Pence as VP. Google Mike Pence LGBT, and see all his battles against LGBT rights.",0.0,0,0,0,0,0,en
cx_en_000000_049a4a,"People are perceiving it that way because thats what your initiative does, it attacks law abiding LGBT individuals who want nothing more than to be left alone.",0.0,0,0,0,0,0,en
cx_en_000000_4161fc,"I went, my friends went, and I haven't been to a protest in Eugene since 1982. This is important... LGBT community is next.",0.0,0,0,0,0,0,en
cx_en_000000_460557,He's hiding behind his Supreme Court Justice. His pick told me everything I needed to know about LGBTQ issues. His statement is just an 'alternate fact'.,0.0,0,0,0,0,0,en
cx_en_000000_3e7dcb,"Remember, for the bishops, the two most important parts of religious liberty are (1) denying contraception to their employees and (2) the ability to discriminate against the LGBT community.",0.0,0,0,0,0,0,en
cx_en_000000_8451d7,"Only problem is that Trump has managed to assemble the most anti-science, anti-LGBT administration in living memory. No way they'll listen to any facts that disagree with their personal beliefs.",0.0,0,0,0,0,0,en
cx_en_000000_e26cb0,"More of a question than a comment, but is the new ED part of the LGBTQ community, or how does she relate to the community that she is representing in her role?",0.0,0,0,0,0,0,en
cx_en_000000_988c30,"Pence was a staunch supporter of discrimination against the LGBT community. But since the institutional Church is as well, that shouldn't make Notre Dame reconsider.",0.0,0,0,0,0,0,en
cx_en_000000_81c82e,"Opposition to civil rights for LGBT people should be ""smash-mouthed""? Is not this kind of inciting and brutal language itself an invocation of evil?",0.0,0,0,0,0,0,en
cx_en_000000_4005a3,"Why is it ""LGBT"" instead of, say, LTBG? And how does a media outlet decide where to truncate the full acronym (LGBTTQQI2S)?",0.0,0,0,0,0,0,en
cx_en_000000_f04910,"Michael ought to know better than to claim that tails wag dogs. He essentially belittles the Democrats' fundamental commitment to supporting women's, LGBT's, and other oppressed groups' rights.",0.0,0,0,0,0,0,en
cx_en_000000_eaa3f6,LGBT rights are equal rights protected by the Bill of Rights in our United States Constitution.,0.0,0,0,0,0,0,en
cx_en_000000_c1fe0b,"Interesting. I wonder where ""LGBT"" did come from.",0.0,0,0,0,0,0,en
cx_en_000000_80aba6,Thanks for a great story. The LGBT community has indeed come a long way.,0.0,0,0,0,0,0,en
cx_en_000000_fce28b,The pictures says it all. So-much animus. And this man promised to protect the rights of LGBT individuals.,0.0,0,0,0,0,0,en
cx_en_000000_927ba3,"Those of us in the LGBTQ community are not very surprised by this. After all, Trump has attacked every other minority group in the U.S. We were bound to be next.",0.0,0,0,0,0,0,en
cx_en_000000_d21d25,This action against the LGBT folks is just the tip the iceberg. You all won't be cracking jokes when his next tweet is about repealing basic civil rights.,0.0,0,0,0,0,0,en
cx_en_000000_fdbe7d,I've seen it stand for both. It is sometimes spelled as LGBTQQ to include both possibilities.,0.0,0,0,0,0,0,en
cx_en_000000_b04145,"Look further down the page for the original decision from July 27. The original nine interveners included 3 religious organizations, 6 secular legal organizations, and zero LGBT organizations.",0.0,0,0,0,0,0,en
cx_en_000000_d8451e,"Not true - did you read the article? Several religious organizations were allowed to intervene, but none from the LGBTQ community, whose rights are under threat.",0.0,0,0,0,0,0,en
cx_en_000000_dea196,"Maybe not, but balance is required. If the religious are allowed to intervene re: their rights, surely the LGBTQ community, whose rights are at risk here, also deserve to be heard.",0.0,0,0,0,0,0,en
cx_en_000000_afbafc,Pandora is now whinging about progressives opposing discrimination. She pretends that discrimating against our LGBT brothers and sisters is Catholic doctrine and should be a civil right.,0.0,0,0,0,0,0,en
cx_en_000000_2bb85a,A sad day for the all minorities and especially the LGBT community. I often wonder how Trump will be remember when he is out of office. Perhaps 'The Great Divider' may be appropriate.,0.0,0,0,0,0,0,en
cx_en_000000_522046,LGBTQ? Is Q a fifth category? No bias just asking.,0.0,0,0,0,0,0,en
cx_en_000000_731b9b,"The use of apocalyptic language to characterize LGBT folk and their impact upon society does not ever constitute polite, respectful or civil dialogue ... no matter the intention of the interlocutor.",0.0,0,0,0,0,0,en
cx_en_000000_77a627,He writes from his experience counseling LGBTQ folks and their families. What else are you trying to imply?,0.0,0,0,0,0,0,en
cx_en_000000_469ed8,"Just not going to stay in the closet you design for others. Again, LGBT people will represent themselves the way they want to and not closet themselves to help you feel comfortable.",0.0,0,0,0,0,0,en
cx_en_000000_cecbef,Bless him for this...but let's follow his words to their logical conclusions and stop the misogyny and exclusion toward LGBTs.,0.0,0,0,0,0,0,en
cx_en_000000_e77b01,"If Trump lied to the LGBT community during the campaign, how can you trust him not to let you down on issues you care about?",0.0,0,0,0,0,0,en
cx_en_000000_9dc3ce,"Just wondering...do these ""guidelines"" also apply to priests and religious who die in this diocese? I've heard rumors that many may be a (sometimes silent) part of the LGBT community.",0.0,0,0,0,0,0,en
cx_en_000000_f70a7f,"In what way does compassion, respect, and equality for LGBTQ youth mean that the family is being undermined? Enough with the hyperbole.",0.0,0,0,0,0,0,en
cx_en_000000_9ff183,"Evidence is that some parents can't be. Or do you really think that every single parent welcomes an LGBTQ child with acceptance and open arms. Many do, some don't.",0.0,0,0,0,0,0,en
cx_en_000000_4a5f79,"Explain more. It sounds like you know a lot of LGBTQ people, and really understand the reality of what society looks like for them.",0.0,0,0,0,0,0,en
cx_en_000000_424053,Is that why so many LGBTQ youth are disowned by their families?,0.0,0,0,0,0,0,en
cx_en_000000_d4c5fd,"I find it ironic and humorous that Scalia's vigorous dissent opened the door for same sex advocates to challenge, and win Marriage rights in many states.",0.0,0,0,0,0,0,en
cx_en_000000_c2aac9,"I believe that too, Arlene. The US Supreme Court returned some of my faith when they upheld same-sex marriage, the Affordable Care Act that's saving millions of lives, and affirming a woman's right to choose.",0.0,0,0,0,0,0,en
cx_en_000000_7c9040,"Reasonable ideas, so absolutely no chance the CPC will agree with them. It was 2016 before they could agree with same-sex marriage, for zeus' sake. And then only after a major argument.",0.0,0,0,0,0,0,en
cx_en_000000_c4553d,I must say I am shocked to discover that 'mixed marriages' produce less children than same sex ones. 😉,0.0,0,0,0,0,0,en
cx_en_000000_b82d3d,"Given party discipline, he just needs to vote the party line. He already is showing smarts by plausibly delaying his swearing-in to avoid voting on the same-sex parenting bill.",0.0,0,0,0,0,0,en
cx_en_000000_2fb2f6,"Before all this came down the pipes, I figured if they didn't want the same sex marriage arrangement around, then the very least that should've been done is to update estate law.",0.0,0,0,0,0,0,en
cx_en_000000_740074,"RangerMC, You're wrong again. The constitutional amendment said that the Legislature could decide on the issue of same sex marriage. The Legislature subsequently passed a law creating civil unions, then same sex marriage after that.",0.0,0,0,0,0,0,en
cx_en_000000_107236,Sorry but I gotta make a correction. It was same-sex marriage. And he lost his job because he couldn't reach the mic on the podium. 😊 I predict that Ige will be another one-term governor.,0.0,0,0,0,0,0,en
cx_en_000000_7e8ad1,"He is against abortion, against same sex rights, against legalizing marijuana and against assisted dying. He's completely out of touch with Canadians under the age of 75.",0.0,0,0,0,0,0,en
cx_en_000000_90edea,"The reality is that same sex marriage is valid under US law. That's the reality. You are correct that 2+2=4, but 3+1=4 also.",0.0,0,0,0,0,0,en
cx_en_000000_a0d375,I was just anticipating the argument that it is unreasonable to ask people with same-sex attraction to either remain chaste and/or form relationships with the opposite sex.,0.0,0,0,0,0,0,en
cx_en_000000_45d727,When love is the basis within a healthy family environment what's the big deal whether the parents are a man and a woman or both of the same sex couple. Love knows no boundaries!,0.0,0,0,0,0,0,en
cx_en_000000_10cad2,"Hopefully this case will help restore the First Amendment rights of all citizens, including the Freedom of Association right which allows same-sex couples to marry.",0.0,0,0,0,0,0,en
cx_en_000000_125884,The vast majority of americans support same sex marriage. It should be a slam dunk for the Supreme Court as it is discrimination for sure.,0.0,0,0,0,0,0,en
cx_en_000000_b56435,"Entering into a same-sex marriage is NOT to reject the Catholic faith (""faith"" is not capitalized).",0.0,0,0,0,0,0,en
cx_en_000000_7d8671,Conservatives are not good at moving on. That's why they are still debating same-sex marriage and abortion.,0.0,0,0,0,0,0,en
cx_en_000000_9164a3,They also discussed same sex marriage and religious liberty...your point?,0.0,0,0,0,0,0,en
cx_en_000000_dabe1c,Good for you! Do you apply the same standard to same sex marriages and to open relationships?,0.0,0,0,0,0,0,en
cx_en_000000_87c4ea,I suggest bishop Burns read the bible more often. Does that mean that the Brother Francis shelter doesn't allow homosexuals?,0.0,0,0,0,0,0,en
cx_en_000000_548166,"Maybe I missed that part of the Bible, but where in the New Testament does it discuss homosexuality?",0.0,0,0,0,0,0,en
